From https://documentation.abes.fr/guide/html/formats/CodesLanguesISO639-3.htm		
Code	Nom en français	Display Name French
slt	sila	Sila
slu	selaru	Selaru
slv	slovène	Slovène
slw	sialum	Sialum
slx	salampasu	Salampasu
sly	selayar	Selayar
slz	ma'ya	Ma'Ya
sma	sami du Sud	Sami Du Sud
smb	simbari	Simbari
smc	som	Som
sme	sami du Nord)	Sami Du Nord)
smf	auwe	Auwe
smg	simbali	Simbali
smh	samei	Samei
smi	sames, langues	Sames, Langues
smj	sami de Lule	Sami De Lule
smk	bolinao	Bolinao
sml	central sama	Central Sama
smm	musasa	Musasa
smn	sami d'Inari	Sami D'Inari
smo	samoan	Samoan
smp	samaritan	Samaritan
smq	samo	Samo
smr	simeulue	Simeulue
sms	sami skolt	Sami Skolt
smt	simte	Simte
smu	somray	Somray
smv	samvedi	Samvedi
smw	sumbawa	Sumbawa
smx	samba	Samba
smy	semnani	Semnani
smz	simeku	Simeku
sna	shona	Shona
snc	sinaugoro	Sinaugoro
snd	sindhi	Sindhi
sne	bau bidayuh	Bau Bidayuh
snf	noon	Noon
sng	sanga (democratic republic of congo)	Sanga (Democratic Republic Of Congo)
sni	sensi	Sensi
snj	riverain sango	Riverain Sango
snk	soninké	Soninké
snl	sangil	Sangil
snm	southern ma'di	Southern Ma'Di
snn	siona	Siona
sno	snohomish	Snohomish
snp	siane	Siane
snq	sangu (gabon)	Sangu (Gabon)
snr	sihan	Sihan
sns	south west bay	South West Bay
snu	senggi	Senggi
snv	sa'ban	Sa'Ban
snw	selee	Selee
snx	sam	Sam
sny	saniyo-hiyewe	Saniyo-Hiyewe
snz	kou	Kou
soa	thai song	Thai Song
sob	sobei	Sobei
soc	so (democratic republic of congo)	So (Democratic Republic Of Congo)
sod	songoora	Songoora
soe	songomeno	Songomeno
sog	sogdien	Sogdien
soh	aka	Aka
soi	sonha	Sonha
soj	soi	Soi
sok	sokoro	Sokoro
sol	solos	Solos
som	somali	Somali
son	songhaï, langues	Songhaï, Langues
soo	songo	Songo
sop	songe	Songe
soq	kanasi	Kanasi
sor	somrai	Somrai
sos	seeku	Seeku
sot	sotho du Sud	Sotho Du Sud
sou	southern thai	Southern Thai
sov	sonsorol	Sonsorol
sow	sowanda	Sowanda
sox	swo	Swo
soy	miyobe	Miyobe
soz	temi	Temi
spa	espagnol ; castillan	Espagnol ; Castillan
spb	sepa (indonesia)	Sepa (Indonesia)
spc	sapé	Sapé
spd	saep	Saep
spe	sepa (papua new guinea)	Sepa (Papua New Guinea)
spg	sian	Sian
spi	saponi	Saponi
spk	sengo	Sengo
spl	selepet	Selepet
spm	akukem	Akukem
spn	sanapaná	Sanapaná
spo	spokane	Spokane
spp	supyire senoufo	Supyire Senoufo
spq	loreto-ucayali spanish	Loreto-Ucayali Spanish
spr	saparua	Saparua
sps	saposa	Saposa
spt	spiti bhoti	Spiti Bhoti
spu	sapuan	Sapuan
spv	sambalpuri	Sambalpuri
spx	south picene	South Picene
spy	sabaot	Sabaot
sqa	shama-sambuga	Shama-Sambuga
sqh	shau	Shau
sqi	albanais	Albanais
sqk	albanian sign language	Albanian Sign Language
sqm	suma	Suma
sqn	susquehannock	Susquehannock
sqo	sorkhei	Sorkhei
sqq	sou	Sou
sqr	siculo arabic	Siculo Arabic
sqs	sri lankan sign language	Sri Lankan Sign Language
sqt	soqotri	Soqotri
squ	squamish	Squamish
sqx	kufr qassem sign language (kqsl)	Kufr Qassem Sign Language (Kqsl)
sra	saruga	Saruga
srb	sora	Sora
src	logudorese sardinian	Logudorese Sardinian
srd	sarde	Sarde
sre	sara	Sara
srf	nafi	Nafi
srg	sulod	Sulod
srh	sarikoli	Sarikoli
sri	siriano	Siriano
srk	serudung murut	Serudung Murut
srl	isirawa	Isirawa
srm	saramaccan	Saramaccan
srn	sranan tongo	Sranan Tongo
sro	campidanese sardinian	Campidanese Sardinian
srp	serbe	Serbe
srq	sirionó	Sirionó
srr	sérère	Sérère
srs	sarsi	Sarsi
srt	sauri	Sauri
sru	suruí	Suruí
srv	southern sorsoganon	Southern Sorsoganon
srw	serua	Serua
srx	sirmauri	Sirmauri
sry	sera	Sera
srz	shahmirzadi	Shahmirzadi
ssa	nilo-sahariennes, langues	Nilo-Sahariennes, Langues
ssb	southern sama	Southern Sama
ssc	suba-simbiti	Suba-Simbiti
ssd	siroi	Siroi
sse	balangingi	Balangingi
ssf	thao	Thao
ssg	seimat	Seimat
ssh	shihhi arabic	Shihhi Arabic
ssi	sansi	Sansi
ssj	sausi	Sausi
ssk	sunam	Sunam
ssl	western sisaala	Western Sisaala
ssm	semnam	Semnam
ssn	waata	Waata
sso	sissano	Sissano
ssp	spanish sign language	Spanish Sign Language
ssq	so'a	So'A
ssr	swiss-french sign language	Swiss-French Sign Language
sss	sô	Sô
sst	sinasina	Sinasina
ssu	susuami	Susuami
ssv	shark bay	Shark Bay
ssw	swati	Swati
ssx	samberigi	Samberigi
ssy	saho	Saho
ssz	sengseng	Sengseng
sta	settla	Settla
stb	northern subanen	Northern Subanen
std	sentinel	Sentinel
ste	liana-seti	Liana-Seti
stf	seta	Seta
stg	trieng	Trieng
sth	shelta	Shelta
sti	bulo stieng	Bulo Stieng
stj	matya samo	Matya Samo
stk	arammba	Arammba
stl	stellingwerfs	Stellingwerfs
stm	setaman	Setaman
stn	owa	Owa
sto	stoney	Stoney
stp	southeastern tepehuan	Southeastern Tepehuan
stq	saterfriesisch	Saterfriesisch
str	straits salish	Straits Salish
sts	shumashti	Shumashti
stt	budeh stieng	Budeh Stieng
stu	samtao	Samtao
stv	silt'e	Silt'E
stw	satawalese	Satawalese
sty	siberian tatar	Siberian Tatar
sua	sulka	Sulka
sub	suku	Suku
suc	western subanon	Western Subanon
sue	suena	Suena
sug	suganga	Suganga
sui	suki	Suki
suj	shubi	Shubi
suk	sukuma	Sukuma
sun	soundanais	Soundanais
suo	bouni	Bouni
suq	tirmaga-chai suri	Tirmaga-Chai Suri
sur	mwaghavul	Mwaghavul
sus	soussou	Soussou
sut	subtiaba	Subtiaba
suv	puroik	Puroik
suw	sumbwa	Sumbwa
sux	sumérien	Sumérien
suy	suyá	Suyá
suz	sunwar	Sunwar
sva	svan	Svan
svb	ulau-suain	Ulau-Suain
svc	vincentian creole english	Vincentian Creole English
sve	serili	Serili
svk	slovakian sign language	Slovakian Sign Language
svm	slavomolisano	Slavomolisano
svs	savosavo	Savosavo
svx	skalvian	Skalvian
swa	swahili	Swahili
swb	maoré / shimaoré	Maoré / Shimaoré
swc	congo swahili	Congo Swahili
swe	suédois	Suédois
swf	sere	Sere
swg	swabian	Swabian
swh	swahili (individual language)	Swahili (Individual Language)
swi	sui	Sui
swj	sira	Sira
swk	malawi sena	Malawi Sena
swl	swedish sign language	Swedish Sign Language
swm	samosa	Samosa
swn	sawknah	Sawknah
swo	shanenawa	Shanenawa
swp	suau	Suau
swq	sharwa	Sharwa
swr	saweru	Saweru
sws	seluwasan	Seluwasan
swt	sawila	Sawila
swu	suwawa	Suwawa
swv	shekhawati	Shekhawati
sww	sowa	Sowa
swx	suruahá	Suruahá
swy	sarua	Sarua
sxb	suba	Suba
sxc	sicanian	Sicanian
sxe	sighu	Sighu
sxg	shuhi	Shuhi
sxk	southern kalapuya	Southern Kalapuya
sxl	selian	Selian
sxm	samre	Samre
sxn	sangir	Sangir
sxo	sorothaptic	Sorothaptic
sxr	saaroa	Saaroa
sxs	sasaru	Sasaru
sxu	upper saxon	Upper Saxon
sxw	saxwe gbe	Saxwe Gbe
sya	siang	Siang
syb	central subanen	Central Subanen
syc	syriaque classique	Syriaque Classique
syi	seki	Seki
syk	sukur	Sukur
syl	sylheti	Sylheti
sym	maya samo	Maya Samo
syn	senaya	Senaya
syo	suoy	Suoy
syr	syriaque	Syriaque
sys	sinyar	Sinyar
syw	kagate	Kagate
syx	samay	Samay
syy	al-sayyid bedouin sign language	Al-Sayyid Bedouin Sign Language
sza	semelai	Semelai
szb	ngalum	Ngalum
szc	semaq beri	Semaq Beri
szd	seru	Seru
sze	seze	Seze
szg	sengele	Sengele
szl	silesian	Silesian
szn	sula	Sula
szp	suabo	Suabo
szs	solomon islands sign language	Solomon Islands Sign Language
szv	isu (fako division)	Isu (Fako Division)
szw	sawai	Sawai
szy	sakizaya	Sakizaya
taa	lower tanana	Lower Tanana
tab	tabassaran	Tabassaran
tac	lowland tarahumara	Lowland Tarahumara
tad	tause	Tause
tae	tariana	Tariana
taf	tapirapé	Tapirapé
tag	tagoi	Tagoi
tah	tahitien	Tahitien
tai	tai, langues	Tai, Langues
taj	eastern tamang	Eastern Tamang
tak	tala	Tala
tal	tal	Tal
tam	tamoul	Tamoul
tan	tangale	Tangale
tao	yami	Yami
tap	taabwa	Taabwa
taq	tamasheq	Tamasheq
tar	central tarahumara	Central Tarahumara
tas	tay boi	Tay Boi
tat	tatar	Tatar
tau	upper tanana	Upper Tanana
tav	tatuyo	Tatuyo
taw	tai	Tai
tax	tamki	Tamki
tay	atayal	Atayal
taz	tocho	Tocho
tba	aikană	Aikană
tbc	takia	Takia
tbd	kaki ae	Kaki Ae
tbe	tanimbili	Tanimbili
tbf	mandara	Mandara
tbg	north tairora	North Tairora
tbh	dharawal	Dharawal
tbi	gaam	Gaam
tbj	tiang	Tiang
tbk	calamian tagbanwa	Calamian Tagbanwa
tbl	tboli	Tboli
tbm	tagbu	Tagbu
tbn	barro negro tunebo	Barro Negro Tunebo
tbo	tawala	Tawala
tbp	taworta	Taworta
tbr	tumtum	Tumtum
tbs	tanguat	Tanguat
tbt	tembo (kitembo)	Tembo (Kitembo)
tbu	tubar	Tubar
tbv	tobo	Tobo
tbw	tagbanwa	Tagbanwa
tbx	kapin	Kapin
tby	tabaru	Tabaru
tbz	ditammari	Ditammari
tca	ticuna	Ticuna
tcb	tanacross	Tanacross
tcc	datooga	Datooga
tcd	tafi	Tafi
tce	southern tutchone	Southern Tutchone
tcf	malinaltepec me'phaa	Malinaltepec Me'Phaa
tcg	tamagario	Tamagario
tch	turks and caicos creole english	Turks And Caicos Creole English
tci	wára	Wára
tck	tchitchege	Tchitchege
tcl	taman (myanmar)	Taman (Myanmar)
tcm	tanahmerah	Tanahmerah
tcn	tichurong	Tichurong
tco	taungyo	Taungyo
tcp	tawr chin	Tawr Chin
tcq	kaiy	Kaiy
tcs	torres strait creole	Torres Strait Creole
tct	t'en	T'En
tcu	southeastern tarahumara	Southeastern Tarahumara
tcw	tecpatlán totonac	Tecpatlán Totonac
tcx	toda	Toda
tcy	tulu	Tulu
tcz	thado chin	Thado Chin
tda	tagdal	Tagdal
tdb	panchpargania	Panchpargania
tdc	emberá-tadó	Emberá-Tadó
tdd	tai nüa	Tai Nüa
tde	tiranige diga dogon	Tiranige Diga Dogon
tdf	talieng	Talieng
tdg	western tamang	Western Tamang
tdh	thulung	Thulung
tdi	tomadino	Tomadino
tdj	tajio	Tajio
tdk	tambas	Tambas
tdl	sur	Sur
tdm	taruma	Taruma
tdn	tondano	Tondano
tdo	teme	Teme
tdq	tita	Tita
tdr	todrah	Todrah
tds	doutai	Doutai
tdt	tetun dili	Tetun Dili
tdv	toro	Toro
tdx	tandroy-mahafaly malagasy	Tandroy-Mahafaly Malagasy
tdy	tadyawan	Tadyawan
tea	temiar	Temiar
teb	tetete	Tetete
tec	terik	Terik
ted	tepo krumen	Tepo Krumen
tee	huehuetla tepehua	Huehuetla Tepehua
tef	teressa	Teressa
teg	teke-tege	Teke-Tege
teh	tehuelche	Tehuelche
tei	torricelli	Torricelli
tek	ibali teke	Ibali Teke
tel	télougou	Télougou
tem	temne	Temne
ten	tama (colombia)	Tama (Colombia)
teo	teso	Teso
tep	tepecano	Tepecano
teq	temein	Temein
ter	tereno	Tereno
tes	tengger	Tengger
tet	tetum	Tetum
teu	soo	Soo
tev	teor	Teor
tew	tewa (usa)	Tewa (Usa)
tex	tennet	Tennet
tey	tulishi	Tulishi
tez	tetserret	Tetserret
tfi	tofin gbe	Tofin Gbe
tfn	tanaina	Tanaina
tfo	tefaro	Tefaro
tfr	teribe	Teribe
tft	ternate	Ternate
tga	sagalla	Sagalla
tgb	tobilung	Tobilung
tgc	tigak	Tigak
tgd	ciwogai	Ciwogai
tge	eastern gorkha tamang	Eastern Gorkha Tamang
tgf	chalikha	Chalikha
tgh	tobagonian creole english	Tobagonian Creole English
tgi	lawunuia	Lawunuia
tgj	tagin	Tagin
tgk	tadjik	Tadjik
tgl	tagalog	Tagalog
tgn	tandaganon	Tandaganon
tgo	sudest	Sudest
tgp	tangoa	Tangoa
tgq	tring	Tring
tgr	tareng	Tareng
tgs	nume	Nume
tgt	central tagbanwa	Central Tagbanwa
tgu	tanggu	Tanggu
tgv	tingui-boto	Tingui-Boto
tgw	tagwana senoufo	Tagwana Senoufo
tgx	tagish	Tagish
tgy	togoyo	Togoyo
tgz	tagalaka	Tagalaka
tha	thaï	Thaï
thd	kuuk thaayorre	Kuuk Thaayorre
the	chitwania tharu	Chitwania Tharu
thf	thangmi	Thangmi
thh	northern tarahumara	Northern Tarahumara
thi	tai long	Tai Long
thk	tharaka	Tharaka
thl	dangaura tharu	Dangaura Tharu
thm	aheu	Aheu
thn	thachanadan	Thachanadan
thp	thompson	Thompson
thq	kochila tharu	Kochila Tharu
thr	rana tharu	Rana Tharu
ths	thakali	Thakali
tht	tahltan	Tahltan
thu	thuri	Thuri
thv	tahaggart tamahaq	Tahaggart Tamahaq
thy	tha	Tha
thz	tayart tamajeq	Tayart Tamajeq
tia	tidikelt tamazight	Tidikelt Tamazight
tic	tira	Tira
tif	tifal	Tifal
tig	tigré	Tigré
tih	timugon murut	Timugon Murut
tii	tiene	Tiene
tij	tilung	Tilung
tik	tikar	Tikar
til	tillamook	Tillamook
tim	timbe	Timbe
tin	tindi	Tindi
tio	teop	Teop
tip	trimuris	Trimuris
tiq	tiéfo	Tiéfo
tir	tigrigna	Tigrigna
tis	masadiit itneg	Masadiit Itneg
tit	tinigua	Tinigua
tiu	adasen	Adasen
tiv	tiv	Tiv
tiw	tiwi	Tiwi
tix	southern tiwa	Southern Tiwa
tiy	tiruray	Tiruray
tiz	tai hongjin	Tai Hongjin
tja	tajuasohn	Tajuasohn
tjg	tunjung	Tunjung
tji	northern tujia	Northern Tujia
tjj	tjungundji	Tjungundji
tjl	tai laing	Tai Laing
tjm	timucua	Timucua
tjn	tonjon	Tonjon
tjo	temacine tamazight	Temacine Tamazight
tjp	tjupany	Tjupany
tjs	southern tujia	Southern Tujia
tju	tjurruru	Tjurruru
tjw	djabwurrung	Djabwurrung
tka	truká	Truká
tkb	buksa	Buksa
tkd	tukudede	Tukudede
tke	takwane	Takwane
tkf	tukumanféd	Tukumanféd
tkg	tesaka malagasy	Tesaka Malagasy
tkl	tokelau	Tokelau
tkm	takelma	Takelma
tkn	toku-no-shima	Toku-No-Shima
tkp	tikopia	Tikopia
tkq	tee	Tee
tkr	tsakhur	Tsakhur
tks	takestani	Takestani
tkt	kathoriya tharu	Kathoriya Tharu
tku	upper necaxa totonac	Upper Necaxa Totonac
tkv	mur pano	Mur Pano
tkw	teanu	Teanu
tkx	tangko	Tangko
tkz	takua	Takua
tla	southwestern tepehuan	Southwestern Tepehuan
tlb	tobelo	Tobelo
tlc	yecuatla totonac	Yecuatla Totonac
tld	talaud	Talaud
tlf	telefol	Telefol
tlg	tofanma	Tofanma
tlh	klingon	Klingon
tli	tlingit	Tlingit
tlj	talinga-bwisi	Talinga-Bwisi
tlk	taloki	Taloki
tll	tetela	Tetela
tlm	tolomako	Tolomako
tln	talondo'	Talondo'
tlo	talodi	Talodi
tlp	filomena mata-coahuitlán totonac	Filomena Mata-Coahuitlán Totonac
tlq	tai loi	Tai Loi
tlr	talise	Talise
tls	tambotalo	Tambotalo
tlt	sou nama	Sou Nama
tlu	tulehu	Tulehu
tlv	taliabu	Taliabu
tlx	khehek	Khehek
tly	talysh	Talysh
tma	tama (chad)	Tama (Chad)
tmb	katbol	Katbol
tmc	tumak	Tumak
tmd	haruai	Haruai
tme	tremembé	Tremembé
tmf	toba-maskoy	Toba-Maskoy
tmg	ternateńo	Ternateńo
tmh	tamacheq	Tamacheq
tmi	tutuba	Tutuba
tmj	samarokena	Samarokena
tmk	northwestern tamang	Northwestern Tamang
tml	tamnim citak	Tamnim Citak
tmm	tai thanh	Tai Thanh
tmn	taman (indonesia)	Taman (Indonesia)
tmo	temoq	Temoq
tmq	tumleo	Tumleo
tmr	jewish babylonian aramaic (ca. 200-1200 ce)	Jewish Babylonian Aramaic (Ca. 200-1200 Ce)
tms	tima	Tima
tmt	tasmate	Tasmate
tmu	iau	Iau
tmv	tembo (motembo)	Tembo (Motembo)
tmw	temuan	Temuan
tmy	tami	Tami
tmz	tamanaku	Tamanaku
tna	tacana	Tacana
tnb	western tunebo	Western Tunebo
tnc	tanimuca-retuară	Tanimuca-Retuară
tnd	angosturas tunebo	Angosturas Tunebo
tng	tobanga	Tobanga
tnh	maiani	Maiani
tni	tandia	Tandia
tnk	kwamera	Kwamera
tnl	lenakel	Lenakel
tnm	tabla	Tabla
tnn	north tanna	North Tanna
tno	toromono	Toromono
tnp	whitesands	Whitesands
tnq	taino	Taino
tnr	ménik	Ménik
tns	tenis	Tenis
tnt	tontemboan	Tontemboan
tnu	tay khang	Tay Khang
tnv	tangchangya	Tangchangya
tnw	tonsawang	Tonsawang
tnx	tanema	Tanema
tny	tongwe	Tongwe
tnz	ten'edn	Ten'Edn
tob	toba	Toba
toc	coyutla totonac	Coyutla Totonac
tod	toma	Toma
tof	gizrra	Gizrra
tog	tonga (Nyasa)	Tonga (Nyasa)
toh	gitonga	Gitonga
toi	tonga (zambia)	Tonga (Zambia)
toj	tojolabal	Tojolabal
tok	toki pona	Toki Pona
tol	tolowa	Tolowa
tom	tombulu	Tombulu
ton	tongan (Îles Tonga)	Tongan (Îles Tonga)
too	xicotepec de juárez totonac	Xicotepec De Juárez Totonac
top	papantla totonac	Papantla Totonac
toq	toposa	Toposa
tor	togbo-vara banda	Togbo-Vara Banda
tos	highland totonac	Highland Totonac
tou	tho	Tho
tov	upper taromi	Upper Taromi
tow	jemez	Jemez
tox	tobian	Tobian
toy	topoiyo	Topoiyo
toz	to	To
tpa	taupota	Taupota
tpc	azoyú me'phaa	Azoyú Me'Phaa
tpe	tippera	Tippera
tpf	tarpia	Tarpia
tpg	kula	Kula
tpi	tok pisin	Tok Pisin
tpj	tapieté	Tapieté
tpk	tupinikin	Tupinikin
tpl	tlacoapa me'phaa	Tlacoapa Me'Phaa
tpm	tampulma	Tampulma
tpn	tupinambá	Tupinambá
tpo	tai pao	Tai Pao
tpp	pisaflores tepehua	Pisaflores Tepehua
tpq	tukpa	Tukpa
tpr	tuparí	Tuparí
tpt	tlachichilco tepehua	Tlachichilco Tepehua
tpu	tampuan	Tampuan
tpv	tanapag	Tanapag
tpw	tupí	Tupí
tpx	acatepec me'phaa	Acatepec Me'Phaa
tpy	trumai	Trumai
tpz	tinputz	Tinputz
tqb	tembé	Tembé
tql	lehali	Lehali
tqm	turumsa	Turumsa
tqn	tenino	Tenino
tqo	toaripi	Toaripi
tqp	tomoip	Tomoip
tqq	tunni	Tunni
tqr	torona	Torona
tqt	western totonac	Western Totonac
tqu	touo	Touo
tqw	tonkawa	Tonkawa
tra	tirahi	Tirahi
trb	terebu	Terebu
trc	copala triqui	Copala Triqui
trd	turi	Turi
tre	east tarangan	East Tarangan
trf	trinidadian creole english	Trinidadian Creole English
trg	lishán didán	Lishán Didán
trh	turaka	Turaka
tri	trió	Trió
trj	toram	Toram
trl	traveller scottish	Traveller Scottish
trm	tregami	Tregami
trn	trinitario	Trinitario
tro	tarao naga	Tarao Naga
trp	kok borok	Kok Borok
trq	san martín itunyoso triqui	San Martín Itunyoso Triqui
trr	taushiro	Taushiro
trs	chicahuaxtla triqui	Chicahuaxtla Triqui
trt	tunggare	Tunggare
tru	turoyo	Turoyo
trv	sediq	Sediq
trw	torwali	Torwali
trx	tringgus-sembaan bidayuh	Tringgus-Sembaan Bidayuh
try	turung	Turung
trz	torá	Torá
tsa	tsaangi	Tsaangi
tsb	tsamai	Tsamai
tsc	tswa	Tswa
tsd	tsakonian	Tsakonian
tse	tunisian sign language	Tunisian Sign Language
tsg	tausug	Tausug
tsh	tsuvan	Tsuvan
tsi	tsimshian	Tsimshian
tsj	tshangla	Tshangla
tsk	tseku	Tseku
tsl	ts'ün-lao	Ts'Ün-Lao
tsm	turkish sign language	Turkish Sign Language
tsn	tswana	Tswana
tso	tsonga	Tsonga
tsp	northern toussian	Northern Toussian
tsq	thai sign language	Thai Sign Language
tsr	akei	Akei
tss	taiwan sign language	Taiwan Sign Language
tst	tondi songway kiini	Tondi Songway Kiini
tsu	tsou	Tsou
tsv	tsogo	Tsogo
tsw	tsishingini	Tsishingini
tsx	mubami	Mubami
tsy	tebul sign language	Tebul Sign Language
tsz	purepecha	Purepecha
tta	tutelo	Tutelo
ttb	gaa	Gaa
ttc	teko	Teko
ttd	tauade	Tauade
tte	bwanabwana	Bwanabwana
ttf	tuotomb	Tuotomb
ttg	tutong	Tutong
tth	upper ta'oih	Upper Ta'Oih
tti	tobati	Tobati
ttj	tooro	Tooro
ttk	totoro	Totoro
ttl	totela	Totela
ttm	northern tutchone	Northern Tutchone
ttn	towei	Towei
tto	lower ta'oih	Lower Ta'Oih
ttp	tombelala	Tombelala
ttq	tawallammat tamajaq	Tawallammat Tamajaq
ttr	tera	Tera
tts	northeastern thai	Northeastern Thai
ttt	muslim tat	Muslim Tat
ttu	torau	Torau
ttv	titan	Titan
ttw	long wat	Long Wat
tty	sikaritai	Sikaritai
ttz	tsum	Tsum
tua	wiarumus	Wiarumus
tub	tübatulabal	Tübatulabal
tuc	mutu	Mutu
tud	tuxá	Tuxá
tue	tuyuca	Tuyuca
tuf	central tunebo	Central Tunebo
tug	tunia	Tunia
tuh	taulil	Taulil
tui	tupuri	Tupuri
tuj	tugutil	Tugutil
tuk	turkmène	Turkmène
tul	tula	Tula
tum	tumbuka	Tumbuka
tun	tunica	Tunica
tuo	tucano	Tucano
tup	tupi, langues	Tupi, Langues
tuq	tedaga	Tedaga
tur	turc	Turc
tus	tuscarora	Tuscarora
tut	altaïques, langues	Altaïques, Langues
tuu	tututni	Tututni
tuv	turkana	Turkana
tux	tuxináwa	Tuxináwa
tuy	tugen	Tugen
tuz	turka	Turka
tva	vaghua	Vaghua
tvd	tsuvadi	Tsuvadi
tve	te'un	Te'Un
tvk	southeast ambrym	Southeast Ambrym
tvl	tuvalu	Tuvalu
tvm	tela-masbuar	Tela-Masbuar
tvn	tavoyan	Tavoyan
tvo	tidore	Tidore
tvs	taveta	Taveta
tvt	tutsa naga	Tutsa Naga
tvu	tunen	Tunen
tvw	sedoa	Sedoa
tvx	taivoan	Taivoan
tvy	timor pidgin	Timor Pidgin
twa	twana	Twana
twb	western tawbuid	Western Tawbuid
twc	teshenawa	Teshenawa
twd	twents	Twents
twe	tewa (indonesia)	Tewa (Indonesia)
twf	northern tiwa	Northern Tiwa
twg	tereweng	Tereweng
twh	tai dón	Tai Dón
twi	twi	Twi
twl	tawara	Tawara
twm	tawang monpa	Tawang Monpa
twn	twendi	Twendi
two	tswapong	Tswapong
twp	ere	Ere
twq	tasawaq	Tasawaq
twr	southwestern tarahumara	Southwestern Tarahumara
twt	turiwára	Turiwára
twu	termanu	Termanu
tww	tuwari	Tuwari
twx	tewe	Tewe
twy	tawoyan	Tawoyan
txa	tombonuo	Tombonuo
txb	tokharian b	Tokharian B
txc	tsetsaut	Tsetsaut
txe	totoli	Totoli
txg	tangut	Tangut
txh	thracian	Thracian
txi	ikpeng	Ikpeng
txj	tarjumo	Tarjumo
txm	tomini	Tomini
txn	west tarangan	West Tarangan
txo	toto	Toto
txq	tii	Tii
txr	tartessian	Tartessian
txs	tonsea	Tonsea
txt	citak	Citak
txu	kayapó	Kayapó
txx	tatana	Tatana
txy	tanosy malagasy	Tanosy Malagasy
tya	tauya	Tauya
tye	kyanga	Kyanga
tyh	o'du	O'Du
tyi	teke-tsaayi	Teke-Tsaayi
tyj	tai do	Tai Do
tyl	thu lao	Thu Lao
tyn	kombai	Kombai
typ	thaypan	Thaypan
tyr	tai daeng	Tai Daeng
tys	tŕy sa pa	Tŕy Sa Pa
tyt	tŕy tac	Tŕy Tac
tyu	kua	Kua
tyv	touva	Touva
tyx	teke-tyee	Teke-Tyee
tyy	tiyaa	Tiyaa
tyz	tŕy	Tŕy
tza	tanzanian sign language	Tanzanian Sign Language
tzh	tzeltal	Tzeltal
tzj	tz'utujil	Tz'Utujil
tzl	talossan	Talossan
tzm	central atlas tamazight	Central Atlas Tamazight
tzn	tugun	Tugun
tzo	tzotzil	Tzotzil
tzx	tabriak	Tabriak
uam	uamué	Uamué
uan	kuan	Kuan
uar	tairuma	Tairuma
uba	ubang	Ubang
ubi	ubi	Ubi
ubl	buhi'non bikol	Buhi'Non Bikol
ubr	ubir	Ubir
ubu	umbu-ungu	Umbu-Ungu
uby	ubykh	Ubykh
uda	uda	Uda
ude	udihe	Udihe
udg	muduga	Muduga
udi	udi	Udi
udj	ujir	Ujir
udl	wuzlam	Wuzlam
udm	oudmourte	Oudmourte
udu	uduk	Uduk
ues	kioko	Kioko
ufi	ufim	Ufim
uga	ougaritique	Ougaritique
ugb	kuku-ugbanh	Kuku-Ugbanh
uge	ughele	Ughele
ugh	kubachi	Kubachi
ugn	ugandan sign language	Ugandan Sign Language
ugo	ugong	Ugong
ugy	uruguayan sign language	Uruguayan Sign Language
uha	uhami	Uhami
uhn	damal	Damal
uig	ouïgour	Ouïgour
uis	uisai	Uisai
uiv	iyive	Iyive
uji	tanjijili	Tanjijili
uka	kaburi	Kaburi
ukg	ukuriguma	Ukuriguma
ukh	ukhwejo	Ukhwejo
uki	kui (india)	Kui (India)
ukk	muak sa-aak	Muak Sa-Aak
ukl	ukrainian sign language	Ukrainian Sign Language
ukp	ukpe-bayobiri	Ukpe-Bayobiri
ukq	ukwa	Ukwa
ukr	ukrainien	Ukrainien
uks	urubú-kaapor sign language	Urubú-Kaapor Sign Language
uku	ukue	Ukue
ukv	kuku	Kuku
ukw	ukwuani-aboh-ndoni	Ukwuani-Aboh-Ndoni
uky	kuuk-yak	Kuuk-Yak
ula	fungwa	Fungwa
ulb	ulukwumi	Ulukwumi
ulc	ulch	Ulch
ule	lule	Lule
ulf	usku	Usku
uli	ulithian	Ulithian
ulk	meriam mir	Meriam Mir
ull	ullatan	Ullatan
ulm	ulumanda'	Ulumanda'
uln	unserdeutsch	Unserdeutsch
ulu	uma' lung	Uma' Lung
ulw	ulwa	Ulwa
uma	umatilla	Umatilla
umb	umbundu	Umbundu
umc	marrucinian	Marrucinian
umd	umbindhamu	Umbindhamu
umg	morrobalama	Morrobalama
umi	ukit	Ukit
umm	umon	Umon
umn	makyan naga	Makyan Naga
umo	umotína	Umotína
ump	umpila	Umpila
umr	umbugarla	Umbugarla
ums	pendau	Pendau
umu	munsee	Munsee
una	north watut	North Watut
und	langue indéterminée	Langue Indéterminée
une	uneme	Uneme
ung	ngarinyin	Ngarinyin
uni	uni	Uni
unk	enawené-nawé	Enawené-Nawé
unm	unami	Unami
unn	kurnai	Kurnai
unr	mundari	Mundari
unu	unubahe	Unubahe
unx	munda	Munda
unz	unde kaili	Unde Kaili
uon	kulon	Kulon
upi	umeda	Umeda
upv	uripiv-wala-rano-atchin	Uripiv-Wala-Rano-Atchin
ura	urarina	Urarina
urb	urubú-kaapor	Urubú-Kaapor
urc	urningangg	Urningangg
urd	ourdou	Ourdou
ure	uru	Uru
urf	uradhi	Uradhi
urg	urigina	Urigina
urh	urhobo	Urhobo
uri	urim	Urim
urk	urak lawoi'	Urak Lawoi'
url	urali	Urali
